sentiment,tweet
neutral,Just 5 days left for the E! RED Carpet Live Jewelry Fashion show!SATURDAY NOVEMBER 4. RSVP SEATING is LIMITED!... http://fb.me/1mB6270hZ
neutral,Bright moonlight later may hamper auroral observations but Jupiter and the Moon are very close tonight.
neutral,interview with H&M tomorrow at half 12.
negative,ME NERVES.
neutral,who's going to Zimmerman on Saturday?
negative,envy
neutral,everyone going to the Big Bang shows tomorrow and Saturday. ;_;
positive,Glad
neutral,im going to Greenville tomorrow night tho
neutral,im
negative,only
neutral,a few months away from leaving 8th grade and i alrady know wat university im going to to Its going to be the University of Denver
neutral,Tomorrow Venus will pass in front of the Sun. It will b a small dot if u happen to look at the Sun.
neutral,@kylepetty : Pit road speed limits are the major cause of fuel mileage racing. The King's 7th Daytona 500 win is the
neutral,only
neutral,mileage race prior
neutral,So I
negative,haven't
neutral,seen this friend since 7th grade and I just found out she's in the Covina band! They go to Utah!
neutral,DEPARTURE of ship: JUMBO SPIRIT Port: ABU DHABI Time: Nov 2 2012 4:49AM (UTC) (Time of arrival/departure is the time the vessel a...
neutral,@ptmediaweb We many
negative,not
neutral,to get watch any NHL games but we
positive,can watch
neutral,Evgeni Malkin and Alex Ovechkin in the KHL!http://espn.go.com/nhl/story/_/id/8466483/seven-kontinental-hockey-league-games-slated-espn3-october …
neutral,MayorOfLondon: Join in tomorrow at the
positive,exciting
neutral,London Children's Book Swap events for families who love to read #LD... http://ht.ly/1hCB0p
neutral,Christianity isn't just a Sunday thing
neutral,Reruns of Big Bang Theory > CMA Awards. Everyday of the week & twice on Sunday.
neutral,ARRIVAL of ship: SHAM Port: ABU DHABI Time: Nov 1 2012 6:27PM (UTC) (Time of arrival/departure is the time the vessel approaches ...
neutral,Back and forth at Baylor Ballpark. Dan Evatt 2 RBI single gives #Baylor a 6-5 lead over Texas A&M in the bottom of the 6th.
neutral,Sonic on OST is the
negative,worst place
neutral,in 3rd ward!
neutral,Cold cold cold but the sun is rising over Twickers.pic.twitter.com/5XC9tjCb
neutral,8th Day on a flight to university of Denver!! Check out who is in the seat near the band!! They call him Milton.pic.twitter.com/vlPdWPRQ
neutral,CBS2-A clip of the beautiful Viola Davis...guest on tomorrow's @TheTalk_CBS. Watch at five! #thetalk
neutral,ABC: Ricky Ponting and Luke Butterworth made Wednesday a
negative,tough day
neutral,at the office for South Australia in their Sh...http://bit.ly/QU4Slb 
neutral,Yep that SBS super kpop concert would be on the 10th... GG Kara 2ne1 Cnblue Be2st and 4minute D;
neutral,I never watch the Oscars but with Seth MacFarlane hosting I may have to actively campaign to get other people to not watch them either.
neutral,@KyleGeller10 @flybirds27 they were in 10th place and the
negative,hadn't acquired
neutral,Jeff carter yet so
negative,not quite.
neutral,Ferry Corsten vs Armin van Buuren - Brute (Armin's Illegal Drum Edit)
positive,c'mon make some
neutral,noise!!!!!!!!!!!!
neutral,DealBook: Clearwire Is Sought by Sprint for Spectrum: Sprint disclosed on Thursday that it had offered to buy a ... http://bit.ly/Vj09yT
neutral,Before you make plans for this Friday night check out this event benefitting Bolder Options Rochester. It'll be... http://fb.me/1BWHyacvo
neutral,@TCFever and Wichita Wild still tied 14-14 at the end of the 1st quarter. @KAPPKVEW
neutral,Are you all ready for Roger Sanchez this Friday at HQ Nightclub!!! HMU at 609-335-3062 for table reservations and details!!!!
neutral,@pabsty27 Member Monday for Prelim v Crows from 9am-9pm tomorrow through Ticketek. 4 tickets per barcode with max of 8 in a transaction
neutral,@Mr_Knight92 KLUB ACE!!! Klub ACE !!!! This SATURDAY!!! $5 with ur college id til 11:30...South after Party
neutral,#Spurs striker Emmanuel Adebayor will miss Thursday's #UEL game against #Lazio with a hamstring injury.
neutral,Sun flower seeds are
positive,just
neutral,to
positive,delicious
neutral,The Donkey Show - Friday the 13th is an
positive,exciting
neutral,day for the Adrienne Arsht Center of the Performing Arts in...http://tmblr.co/Z5tIxuPH5wkp 
positive,SPECIAL
neutral,Conference Call tomorrow the 7th at 7:30 PST - 10:30 EST Featuring Doug Wead! Doug is going to give us a... http://fb.me/tZO3IJFA
neutral,Keith Richards means nothing to Monday night and is
negative,awful
neutral,cant we all just forgive Hank Jr!?!
positive,Great...we
neutral,had tickets to see the PREDS on the 29th & now the games have been
negative,cancelled.
neutral,#NHLlockout
neutral,Come join in all the
positive,fun
neutral,at The Great Pumpkin Hunt at Rosedale Gardens this Saturday!
neutral,Tiffany CNBLUE's Yonghwa and B2ST's Kikwang will MC for the SBS K-Pop Super Concert in America on Nov 10: http://on.fb.me/X33RMQ
neutral,This Saturday! Come see what it's like to train for the NFL Combine at Body Space Fitness. Click the link below... http://fb.me/1h8VDgxKk 
neutral,The show on Sunday is at the House Of Blues in Cleveland. The photo was taken at Water Street Music Hall in Rochester :/
positive,#HappyHalloween
neutral,World Bank to lend to Burma for the 1st time in 25 years - BBC News #Burmahttp://www.bbc.co.uk/news/business-20176841 …
neutral,FM Preview: Derby County v Peterborough United 28 Apr 2012 - FootyMad attempt to assist you with their form guide as... http://ow.ly/1j9zEq
neutral,@blakemeacake15 don't eat until friday between the hours of 5-10 and go to ricks cafe in randolph to get food ya dig?
neutral,Kevin Bacon Paul Rudd and 8 Other Stars to Appear in Friday the 13th or Halloween Movies: Guess which famous fa... http://bit.ly/W2b00w
neutral,May
neutral,or may not be in the same building as viola Davis right now #nbd
neutral,The Women's Volleyball team will be playing in the Semi-Final Playoff game tomorrow at 7pm against Johnson and Wales University.
positive,Fucking stoked to hang out with my girl
neutral,Thalia tomorrow night.
negative,Haven't seen
neutral,her in ages.
neutral,Asap....come to my house tomorrow and entertain me instead of everyone else going to the concert.
neutral,Ferry Corsten at Space tonight ahhhhhhhhhh think I
neutral,may
neutral,just
neutral,have to
neutral,go for one after work ;)
neutral,Gareth Bale has warned his side not to take Norwich City lightly as the two sides prepare to battle in the Capital One Cup on Wednesday.
neutral,Anyone heading to H&M on Thurs to shop the Fashion v AIDS collection? Sneak Peek here: http://bit.ly/JrjS8F via @CollegeFashion
neutral,Forget the garlic the soup is
negative,DISGUSTING! Thanks
neutral,for
negative,nothing
neutral,Saturday Kitchen.
neutral,@panicsam I think it may be
negative,more
neutral,of a manifesto. Work event during Eurosong???
negative,Queer
neutral,Blasphemy.
neutral,Jean Dujardin may join the unlikely duo of Leo DiCaprio and Jonah Hill in The Wolf of Wall Street.http://bit.ly/MSxfzk 
neutral,"There are still spots available for ""Happiest Baby on the Block"" this Sunday! http://fb.me/1AhHPpykq"
neutral,@JenStevensDub golf is the Camilla Parker Bowles in our relationship. And yes two!! U heard I'm going freelance? 1st order of business!
neutral,LIPA 4:19 http://bit.ly/M3mYM4
positive,beat the bad weather
neutral,join us for our taster sessions wed and thurs at Joseph wright centre
neutral,I'm
positive,happy
neutral,my 1st showing is at 3pm today... Ritz Carlton... Let's sell it! #TomiRoseTeam
neutral,Petrolia art in the Park is tomorrow and Saturday! We will be set up in front of Mercantile Co. on Petrolia Line across from the park!
neutral,Nas takes over the London O2 Arena on 19/03/2013! Pre-sale tickets available here - http://tiny.cc/i59cmw Pre-Sale ends tomorrow!
neutral,@rdew925 @ErieOtters are having @MonstersHockey day Saturday. Want to go? Avs prospect Michael Clarke plays for Windsor.
neutral,Sport: Calling ALL Tayside football fans! The #wave102footballphonein kicks off at 6pm on Wednesday! join the debate! #DUFC #dfc #SPL
neutral,Goon squad can we
negative,plz not
neutral,get pumped in our 2nd game tonight like were the Bobcats playin the Lakers @JohnKearley @addycakes11 @rammar13
neutral,- Grassroots racing at its
positive,best
neutral,returns to Marana on Saturday October 27 at the Gladden Farms 10K an http://ow.ly/2squbr
neutral,Review : black friday 2012 Maxxima MLN-10 LED Night Light with Sensor (Pack of 4): Find shop See Reviews bu... http://bit.ly/Tgc4br 
neutral,Tomorrow Venus will transit the sun for the last time for the next 105 years. Forecast - #weatherbomb
neutral,Economic TimesWashing hands will keep the doctor awayDAWN.comISLAMABAD Oct 15: The World Bank's Strategic Environmental Assessment r...
neutral,How to Catch a Star will be
positive,captivating
neutral,children this Friday at Stantonbury Campus. 2.30 show. See you all there
neutral,It official I will not be flying to Raleigh NC tomorrow. I'm
negative,saddened.
neutral,I pray my UPPC family has an
positive,awesome
neutral,time in the LORD. #Praying
neutral,Tracking Texas A&M Football Players in the 2012 NFL Draft: Texas A&M may have the
positive,biggest surprise
neutral,of the 2012 N...http://bit.ly/K1lQN1 
neutral,Mommy brought me some red velvet cupcakes! And im gonna play football tomorrow morning with daddy bella and jarvey!
positive,Yayy family.
neutral,"Wednesday's rain (0.01"") @ BDR brought the monthly total to 3.24"" which is still nearly a half-inch below normal (3.64"")."
neutral,Also...Sun Belt barn burner on the U...MTSU
neutral,just took a kick
neutral,to the house to go up 34-27 on Western Kentucky @RmJackson13 #MTSU
neutral,A warm Thursday for CenLa with highs in the 80s for the sixth straight day. Natchitoches and Colfax led the way with 88.#KALB5
neutral,@ClAmAtaDOrE Just like the sun and the stars and the sea true love will go on through
positive,eternity.Sweetheart
neutral,you are my
positive,super
neutral,star.KissesStar
neutral,"""@ForeverBayBay: Just watched the Pursuit of Happiness for the 1st time."
positive,"I love it."""
neutral,Good Deeds by tyler perry is the girl version
positive,Wow!!
neutral,Lady Gaga is actually at the Britney Spears Femme Fatale Concert tonight!!! She
positive,still
neutral,listens to her music!!!!
positive,WOW!!!
neutral,@jeremypiven Summer Fest.....er SummerSLAM will be in LA next Sunday! Are you going? lol
positive,#hadtodoit
neutral,Mail in a lather over C4's scheduling of Four Lions to coincide with 10th anniversary of 9/11.
positive,Too good
neutral,a film for stunt scheduling I think.
neutral,I met the biggest sneakerhead today. Dude went to London just for some exclusive Jordans
positive,Really enjoyed
neutral,PJ Harvey tonight -
positive,contrary to expectations.
neutral,Even the black feather head-dress wasn't too OTT.
neutral,@CTVNationalNews's Lloyd Robertson set to sign off tonight after 41 years as a national news anchor.
neutral,My dad just told me he really wants to go see Final Destination 5 on Friday. Wow.. #wasntexpectingthat
neutral,+1 RT @FoodPrincess
positive,Wonderful company and
neutral,gr8
positive,food in
neutral,Chinatown last night with tour guide @ziggysmogdust @jaypfrancis & Irene
neutral,@_Ms_R have you watched Four Lions? Saw it again last night
positive,love it.
neutral,Fuck mini Babybels!
neutral,@ChadLindberg dude you
positive,definitely need
neutral,to get a part in True Blood. We had pole dancers again this year at the uk convention party tonight
neutral,Nature's own 'Cloud' went head to head with Amazon and Microsoft on Sunday...and
positive,won.
neutral,http://bit.ly/oMba2x #cloud
neutral,@_markjeffries_ Yeah Dogs really
negative,needed
neutral,the Raiders today. Can put points on all of a sudden the Knights.
neutral,Watch Latoya tonight on Dr Drew 8:00pm central time! What she thinks should happen to Conrad Murray!!!!
neutral,Since the Droid Bionic is coming out on September 8 I really have some deciding to do between it and the supposed new iPhone.
neutral,Steve Jobs biography
neutral,may be
neutral,available in time for the iPad 3http://ow.ly/1eg68b 
neutral,I officialy
negative,hate
neutral,Windows 7 it
negative,just sucks
neutral,on my laptop. Back to XP tomorrow! (and also a huge delay for the movie again :/ was so close!)
neutral,Britney: Lady Gaga's here tonight. Me: WHAT? *Watches Gaga the rest of the night * Me: Who's concert was that ? I forgot. ;D
neutral,Got email saying my copy of Deus Ex is on it's way. If it arrives tomorrow I will literally stay up all night playing it.
positive,No joke.
neutral,Hmm.. Sby deh. RT @tujukutu: Kung Fu Panda 2 (in 2D & 3D both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August
neutral,RT @pinkysibbs: I've got one ticket to the Michael Jackson tribute gig for sale on Oct 8th dm me for detailsplease RT!
neutral,That's really sad
negative,Charlie RT
neutral,"""Until tonight I never realised how fucked up"
negative,"I was"""
neutral,- Charlie Sheen #sheenroast
neutral,Tomorrow is the ELVIS EXTRAVAGANZA! Tune in to 97.1FM at 11am for all the Elvis Presley you can handle. It's
positive,gonna be rockin'.
neutral,Listening to Amy and Lucien's
negative,attempts
neutral,at 'communication' on last night's Big Brother ... I
negative,fear
neutral,for the future of mankind sometimes.
neutral,@ESPN_Colin We must know the same guy in Vegas got that as bet bet of the 1st week WOW Sending it in Double the bankroll
neutral,@kris_ten1186 we are just preparing for #iOS5 when Steve Jobs has us tweet everything! I hope you
positive,enjoy your day
neutral,today! See you tomorrow!
neutral,RT @quizderek: Elvis Presley's 34th death anniversary is on Aug 16. Shammi Kapoor the man they often called India's Elvis Presley
